ncalls, tottime, percall, cumtime, percall, filename:lineno(function)
461, 0.000, 0.000, 0.001, 0.000, copy.py:258(_reconstruct)
456, 0.015, 0.000, 0.015, 0.000, {built-in, method builtins.dir}
456, 0.000, 0.000, 0.000, 0.000, posixpath.py:60(isabs)
454, 0.000, 0.000, 0.025, 0.000, __init__.py:127(register)
453, 0.000, 0.000, 0.000, 0.000, wrappers.py:210(<genexpr>)
450, 0.000, 0.000, 0.001, 0.000, font_manager.py:922(_json_decode)
449, 0.001, 0.000, 0.033, 0.000, __init__.py:80(decomposition_decorator)
449, 0.000, 0.000, 0.000, 0.000, __init__.py:57(register_decomposition)
448, 0.000, 0.000, 0.000, 0.000, colors.py:338(<genexpr>)
438, 0.000, 0.000, 0.002, 0.000, colors.py:265(to_rgba)
429, 0.000, 0.000, 0.007, 0.000, artist.py:1540(number_of_parameters)
429, 0.000, 0.000, 0.000, 0.000, sre_compile.py:249(_compile_charset)
429, 0.003, 0.000, 0.004, 0.000, sre_compile.py:276(_optimize_charset)
428, 0.000, 0.000, 0.000, 0.000, function_base.py:346(iterable)
426, 0.015, 0.000, 0.034, 0.000, assumptions.py:614(_prepare_class_assumptions)
426, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:175(_path_isabs)
426, 0.000, 0.000, 0.001, 0.000, libmpf.py:291(from_man_exp)
425, 0.000, 0.000, 0.035, 0.000, basic.py:116(__init_subclass__)
423, 0.000, 0.000, 0.000, 0.000, sre_compile.py:65(_combine_flags)
420, 0.000, 0.000, 0.000, 0.000, _ops.py:506(<listcomp>)
420, 0.000, 0.000, 0.000, 0.000, _ops.py:505(overloads)
414, 0.000, 0.000, 0.000, 0.000, _util.py:345(<genexpr>)
412, 0.000, 0.000, 0.003, 0.000, colors.py:218(is_color_like)
409, 0.000, 0.000, 0.003, 0.000, rcsetup.py:307(validate_color)
407, 0.001, 0.000, 0.005, 0.000, deprecation.py:9(wrap)
407, 0.000, 0.000, 0.000, 0.000, deprecation.py:7(_deprecated)
405, 0.000, 0.000, 0.001, 0.000, typing.py:218(_deduplicate)
399, 0.001, 0.000, 0.001, 0.000, typing.py:232(_remove_dups_flatten)
399, 0.001, 0.000, 0.010, 0.000, typing.py:434(Union)
397, 0.008, 0.000, 0.013, 0.000, doccer.py:180(indentcount_lines)
393/1, 0.000, 0.000, 0.000, 0.000, __config__.py:14(_cleanup)
390, 0.000, 0.000, 0.000, 0.000, inspect.py:2869(return_annotation)
389, 0.018, 0.000, 0.047, 0.000, doccer.py:13(docformat)
385, 0.000, 0.000, 0.000, 0.000, _util.py:330(<listcomp>)
385, 0.000, 0.000, 0.000, 0.000, _util.py:335(<listcomp>)
385, 0.000, 0.000, 0.000, 0.000, _util.py:340(<listcomp>)
385, 0.000, 0.000, 0.000, 0.000, _util.py:350(<listcomp>)
385, 0.000, 0.000, 0.000, 0.000, _util.py:354(<dictcomp>)
385, 0.000, 0.000, 0.000, 0.000, _util.py:357(<dictcomp>)
385, 0.002, 0.000, 0.014, 0.000, _util.py:308(getfullargspec_no_self)
376, 0.001, 0.000, 0.027, 0.000, dataclasses.py:377(_create_fn)
375, 0.000, 0.000, 0.000, 0.000, enum.py:438(<genexpr>)
370, 0.000, 0.000, 0.000, 0.000, typing_extensions.py:147(_check_generic)
368, 0.000, 0.000, 0.001, 0.000, inspect.py:2582(__str__)
366, 0.000, 0.000, 0.000, 0.000, dataclasses.py:753(_set_new_attribute)
364, 0.000, 0.000, 0.001, 0.000, sre_parse.py:84(opengroup)
364, 0.000, 0.000, 0.002, 0.000, sre_parse.py:96(closegroup)
352, 0.000, 0.000, 0.000, 0.000, copy.py:182(_deepcopy_atomic)
347, 0.000, 0.000, 0.000, 0.000, {built-in, method numpy.core._multiarray_umath.add_docstring}
345, 0.000, 0.000, 0.001, 0.000, inspect.py:535(_findclass)
345, 0.000, 0.000, 0.002, 0.000, inspect.py:545(_finddoc)
337, 0.000, 0.000, 0.000, 0.000, enum.py:787(name)
333, 0.000, 0.000, 0.000, 0.000, _docscrape.py:87(is_unindented)
330, 0.000, 0.000, 0.000, 0.000, typing.py:1375(cast)
330, 0.000, 0.000, 0.000, 0.000, _param_validation.py:599(<genexpr>)
328, 0.001, 0.000, 0.002, 0.000, _docscrape.py:68(read_to_condition)
327, 0.000, 0.000, 0.000, 0.000, inspect.py:1748(_signature_get_user_defined_method)
324, 0.000, 0.000, 0.000, 0.000, _internal.py:881(<genexpr>)
322, 0.000, 0.000, 0.000, 0.000, function_base.py:443(_needs_add_docstring)
322, 0.000, 0.000, 0.000, 0.000, function_base.py:461(_add_docstring)
322, 0.000, 0.000, 0.003, 0.000, function_base.py:475(add_newdoc)
318/284, 0.000, 0.000, 0.000, 0.000, sre_compile.py:461(_get_literal_prefix)
317, 0.000, 0.000, 0.000, 0.000, {method, 'values' of 'dict' objects}
316, 0.000, 0.000, 0.000, 0.000, {method, 'replace' of 'code' objects}
314, 0.000, 0.000, 0.004, 0.000, overrides.py:170(decorator)
314, 0.000, 0.000, 0.000, 0.000, overrides.py:128(array_function_dispatch)
314, 0.000, 0.000, 0.000, 0.000, __init__.py:765(__iter__)
312, 0.000, 0.000, 0.000, 0.000, rcsetup.py:800(_convert_validator_spec)
311, 0.001, 0.000, 0.001, 0.000, {built-in, method _abc._abc_init}
311, 0.000, 0.000, 0.007, 0.000, abc.py:105(__new__)
310, 0.005, 0.000, 0.005, 0.000, {built-in, method unicodedata.lookup}
310, 0.000, 0.000, 0.005, 0.000, pretty_symbology.py:10(U)
305, 0.002, 0.000, 0.002, 0.000, {method, 'findall' of 're.Pattern' objects}
305, 0.001, 0.000, 0.006, 0.000, typing.py:832(__getitem__)
305, 0.001, 0.000, 0.006, 0.000, textwrap.py:414(dedent)
299, 0.000, 0.000, 0.000, 0.000, sre_parse.py:76(__init__)
298, 0.000, 0.000, 0.000, 0.000, sre_parse.py:224(__init__)
297, 0.000, 0.000, 0.000, 0.000, {built-in, method _sre.compile}
297, 0.000, 0.000, 0.001, 0.000, enum.py:977(__and__)
297, 0.001, 0.000, 0.004, 0.000, sre_compile.py:536(_compile_info)
297, 0.000, 0.000, 0.016, 0.000, sre_compile.py:598(_code)
297, 0.001, 0.000, 0.047, 0.000, sre_compile.py:759(compile)
297, 0.000, 0.000, 0.000, 0.000, sre_parse.py:923(fix_flags)
297, 0.001, 0.000, 0.029, 0.000, sre_parse.py:939(parse)
286, 0.000, 0.000, 0.000, 0.000, textTools.py:13(transcode)
286, 0.000, 0.000, 0.008, 0.000, traceback.py:285(line)
284, 0.000, 0.000, 0.002, 0.000, overrides.py:88(verify_matching_signatures)
279, 0.000, 0.000, 0.000, 0.000, _distn_infrastructure.py:763(<genexpr>)
276, 0.000, 0.000, 0.001, 0.000, inspect.py:2564(replace)
274, 0.000, 0.000, 0.000, 0.000, results.py:148(__new__)
274/255, 0.000, 0.000, 0.000, 0.000, results.py:171(__init__)
273/11, 0.000, 0.000, 0.002, 0.000, core.py:804(_parseNoCache)
270, 0.000, 0.000, 0.001, 0.000, <frozen, importlib._bootstrap_external>:159(_path_isdir)
269, 0.000, 0.000, 0.000, 0.000, __init__.py:304(<genexpr>)
268, 0.000, 0.000, 0.001, 0.000, _docscrape.py:168(_is_at_section)
268/168, 0.000, 0.000, 0.001, 0.000, core.py:1892(name)
268, 0.000, 0.000, 0.000, 0.000, libmpf.py:322(<genexpr>)
266, 0.000, 0.000, 0.000, 0.000, {built-in, method _sre.unicode_iscased}
266, 0.002, 0.000, 0.007, 0.000, otConverters.py:44(buildConverters)
265, 0.000, 0.000, 0.000, 0.000, typing.py:565(__eq__)
264, 0.000, 0.000, 0.000, 0.000, _metadata_requests.py:1207(<dictcomp>)
263, 0.000, 0.000, 0.000, 0.000, function.py:150(<lambda>)
263, 0.000, 0.000, 0.000, 0.000, _add_newdocs.py:18(add_newdoc)
263, 0.000, 0.000, 0.000, 0.000, core.py:3746(<genexpr>)
258, 0.000, 0.000, 0.000, 0.000, dispatcher.py:204(<genexpr>)
258, 0.000, 0.000, 0.000, 0.000, sre_parse.py:432(_uniq)
257, 0.000, 0.000, 0.000, 0.000, hmac.py:18(<genexpr>)
257, 0.000, 0.000, 0.000, 0.000, hmac.py:19(<genexpr>)
256, 0.047, 0.000, 0.047, 0.000, {built-in, method posix.listdir}
256, 0.001, 0.000, 0.002, 0.000, <frozen, zipimport>:63(__init__)
256, 0.001, 0.000, 0.005, 0.000, <frozen, importlib._bootstrap_external>:1333(_path_hooks)
256, 0.001, 0.000, 0.002, 0.000, <frozen, importlib._bootstrap_external>:1475(__init__)
256, 0.001, 0.000, 0.001, 0.000, <frozen, importlib._bootstrap_external>:1594(<setcomp>)
256, 0.001, 0.000, 0.049, 0.000, <frozen, importlib._bootstrap_external>:1565(_fill_cache)
256, 0.000, 0.000, 0.003, 0.000, <frozen, importlib._bootstrap_external>:1606(path_hook_for_FileFinder)
256, 0.000, 0.000, 0.000, 0.000, copy.py:242(_keep_alive)
256/18, 0.000, 0.000, 0.001, 0.000, ast.py:403(visit)
256/18, 0.000, 0.000, 0.001, 0.000, ast.py:409(generic_visit)
256, 0.000, 0.000, 0.000, 0.000, libintmath.py:62(python_trailing)
254, 0.000, 0.000, 0.000, 0.000, textwrap.py:477(prefixed_lines)
252, 0.000, 0.000, 0.001, 0.000, _docscrape.py:78(read_to_next_empty_line)
250, 0.007, 0.000, 9.361, 0.037, __init__.py:1(<module>)
248, 0.000, 0.000, 0.000, 0.000, patches.py:2244(<genexpr>)
248, 0.000, 0.000, 0.000, 0.000, sre_compile.py:492(_get_charset_prefix)
244, 0.000, 0.000, 0.000, 0.000, _config.py:24(_get_threadlocal_config)
242, 0.001, 0.000, 0.001, 0.000, core.py:461(__init__)
241, 0.000, 0.000, 0.002, 0.000, rcsetup.py:279(validate_color_for_prop_cycle)
238, 0.000, 0.000, 0.000, 0.000, dataclasses.py:344(_tuple_str)
237, 0.000, 0.000, 0.000, 0.000, {built-in, method sys._getframe}
236, 0.000, 0.000, 0.000, 0.000, socket.py:93(<lambda>)
235, 0.000, 0.000, 0.000, 0.000, socket.py:88(<lambda>)
235, 0.000, 0.000, 0.000, 0.000, libmpf.py:330(from_int)
234, 0.000, 0.000, 0.000, 0.000, socket.py:83(<lambda>)
234, 0.000, 0.000, 0.000, 0.000, dataclasses.py:353(<listcomp>)
233, 0.000, 0.000, 0.000, 0.000, socket.py:78(<lambda>)
232, 0.000, 0.000, 0.001, 0.000, _param_validation.py:101(make_constraint)
231, 0.000, 0.000, 0.000, 0.000, {built-in, method _sre.unicode_tolower}
230, 0.000, 0.000, 0.000, 0.000, {method, 'upper' of 'str' objects}
230, 0.000, 0.000, 0.000, 0.000, _internal.py:870(_ufunc_doc_signature_formatter)
227, 0.000, 0.000, 0.000, 0.000, {built-in, method _codecs.utf_8_decode}
227, 0.000, 0.000, 0.000, 0.000, codecs.py:319(decode)
227, 0.000, 0.000, 0.000, 0.000, iterables.py:3076(is_sequence)
227, 0.000, 0.000, 0.000, 0.000, function.py:145(<listcomp>)
227, 0.001, 0.000, 0.008, 0.000, function.py:122(arity)
227, 0.001, 0.000, 0.010, 0.000, function.py:162(__init__)
227, 0.000, 0.000, 0.000, 0.000, inspect.py:64(ismodule)
226, 0.000, 0.000, 0.001, 0.000, _param_validation.py:72(<listcomp>)
224, 0.000, 0.000, 0.000, 0.000, copy.py:200(_deepcopy_list)
222, 0.001, 0.000, 0.006, 0.000, wrappers.py:191(_out_wrapper)
222, 0.000, 0.000, 0.000, 0.000, wrappers.py:187(out_wrapper)
222, 0.000, 0.000, 0.000, 0.000, patches.py:2237(<genexpr>)
222, 0.000, 0.000, 0.000, 0.000, transforms.py:1324(<genexpr>)
222, 0.000, 0.000, 0.000, 0.000, transforms.py:1330(<genexpr>)
221, 0.000, 0.000, 0.000, 0.000, textwrap.py:474(predicate)
220, 0.000, 0.000, 0.000, 0.000, {built-in, method builtins.locals}
216, 0.000, 0.000, 0.000, 0.000, {built-in, method _imp.is_builtin}
216, 0.000, 0.000, 0.000, 0.000, __init__.py:96(<lambda>)
215, 0.000, 0.000, 0.001, 0.000, symbolic_helper.py:263(decorator)
215, 0.000, 0.000, 0.000, 0.000, symbolic_helper.py:234(parse_args)
213, 0.000, 0.000, 0.000, 0.000, ctx_mp_python.py:1014(_wrap_specfun)
213, 0.000, 0.000, 0.000, 0.000, ctx_iv.py:369(_wrap_specfun)
213/115, 0.000, 0.000, 0.001, 0.000, core.py:1865(default_name)
213, 0.000, 0.000, 0.045, 0.000, artist.py:1426(__init__)
213, 0.008, 0.000, 0.016, 0.000, artist.py:1457(<listcomp>)
213, 0.007, 0.000, 0.045, 0.000, artist.py:1446(get_aliases)
213, 0.010, 0.000, 0.029, 0.000, artist.py:1521(get_setters)
213, 0.000, 0.000, 0.000, 0.000, ctx_fp.py:51(_wrap_specfun)
208, 0.000, 0.000, 0.000, 0.000, inspect.py:703(<genexpr>)
204, 0.000, 0.000, 0.000, 0.000, {method, 'ljust' of 'str' objects}
202, 0.000, 0.000, 0.000, 0.000, {method, 'encode' of 'str' objects}
202, 0.000, 0.000, 0.000, 0.000, functools.py:478(lru_cache)
200, 0.000, 0.000, 0.000, 0.000, typing.py:903(<genexpr>)
200, 0.000, 0.000, 0.000, 0.000, _ops.py:437(__hash__)
199, 0.000, 0.000, 0.001, 0.000, functools.py:517(decorating_function)
198, 0.000, 0.000, 0.000, 0.000, pyplot.py:93(_copy_docstring_and_deprecators)
195, 0.000, 0.000, 0.001, 0.000, enum.py:571(_get_mixins_)
195, 0.000, 0.000, 0.000, 0.000, enum.py:582(_find_data_type)
189, 0.007, 0.000, 0.007, 0.000, library.py:50(define)
188, 0.001, 0.000, 0.001, 0.000, colors.py:1101(<listcomp>)
185/63, 0.000, 0.000, 0.001, 0.000, sorting.py:202(ordered)
181, 0.000, 0.000, 0.000, 0.000, {built-in, method _operator.index}
179, 0.000, 0.000, 0.004, 0.000, typing.py:909(__getitem__)
177, 0.000, 0.000, 0.000, 0.000, typing.py:337(__repr__)
175, 0.000, 0.000, 0.000, 0.000, inspect.py:1233(formatannotation)
174, 0.000, 0.000, 0.006, 0.000, typing.py:472(Optional)
174, 0.000, 0.000, 0.000, 0.000, _param_validation.py:293(is_satisfied_by)
172, 0.000, 0.000, 0.000, 0.000, typing.py:719(__instancecheck__)
172, 0.000, 0.000, 0.000, 0.000, typing.py:848(__subclasscheck__)
171, 0.000, 0.000, 0.000, 0.000, multiarray.py:148(concatenate)
171, 0.000, 0.000, 0.000, 0.000, <__array_function__, internals>:177(concatenate)
171, 0.000, 0.000, 0.000, 0.000, decorator.py:175(public)
170/168, 1.344, 0.008, 1.346, 0.008, {built-in, method _imp.create_dynamic}
170/147, 0.040, 0.000, 0.091, 0.001, {built-in, method _imp.exec_dynamic}
170, 0.000, 0.000, 0.000, 0.000, core.py:1727(leave_whitespace)
170, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:1155(__init__)
170/168, 0.000, 0.000, 1.346, 0.008, <frozen, importlib._bootstrap_external>:1171(create_module)
170/147, 0.000, 0.000, 0.091, 0.001, <frozen, importlib._bootstrap_external>:1179(exec_module)
169, 0.000, 0.000, 0.000, 0.000, rcsetup.py:59(func)
169, 0.000, 0.000, 0.001, 0.000, colors.py:307(_to_rgba_no_colorcycle)
168, 0.000, 0.000, 0.000, 0.000, _collections_abc.py:825(__iter__)
168, 0.000, 0.000, 0.000, 0.000, core.py:2415(__new__)
166, 0.000, 0.000, 0.000, 0.000, cm.py:78(__getitem__)
166, 0.000, 0.000, 0.000, 0.000, colors.py:659(__init__)
166, 0.000, 0.000, 0.000, 0.000, colors.py:762(__copy__)
166, 0.000, 0.000, 0.000, 0.000, colors.py:944(copy)
165, 0.000, 0.000, 0.000, 0.000, _param_validation.py:580(__init__)
165, 0.000, 0.000, 0.000, 0.000, _param_validation.py:588(is_satisfied_by)
163, 0.000, 0.000, 0.000, 0.000, _docscrape.py:390(<genexpr>)
162, 0.000, 0.000, 0.000, 0.000, _compatibility.py:7(compatibility)
162, 0.000, 0.000, 0.000, 0.000, rcsetup.py:140(validate_bool)
161, 0.000, 0.000, 0.000, 0.000, iterables.py:579(sift)
161, 0.000, 0.000, 0.000, 0.000, function.py:147(<listcomp>)
161, 0.000, 0.000, 0.000, 0.000, enum.py:244(<genexpr>)
161, 0.000, 0.000, 0.000, 0.000, util.py:200(escape_re_range_char)
160, 0.000, 0.000, 0.000, 0.000, shape_base.py:608(_column_stack_dispatcher)
160, 0.000, 0.000, 0.001, 0.000, shape_base.py:612(column_stack)
160, 0.000, 0.000, 0.001, 0.000, <__array_function__, internals>:177(column_stack)
160, 0.000, 0.000, 0.000, 0.000, shape_base.py:207(_arrays_for_stack_dispatcher)
158, 0.000, 0.000, 0.011, 0.000, linecache.py:36(getlines)
157, 0.000, 0.000, 0.000, 0.000, {built-in, method torch._C.get}
157/148, 0.000, 0.000, 0.000, 0.000, fake_tensor.py:92(contains_tensor_types)
156, 0.000, 0.000, 0.000, 0.000, core.py:1966(__hash__)
156, 0.000, 0.000, 0.000, 0.000, inspect.py:700(<genexpr>)
153, 0.000, 0.000, 0.000, 0.000, textTools.py:136(bytechr)
151, 0.000, 0.000, 0.000, 0.000, sre_parse.py:863(_parse_flags)
151, 0.000, 0.000, 0.000, 0.000, libintmath.py:353(ifac)
149, 0.000, 0.000, 0.000, 0.000, traceback.py:292(walk_stack)
147, 0.000, 0.000, 0.000, 0.000, {built-in, method torch.is_grad_enabled}
147, 0.000, 0.000, 0.000, 0.000, TiffTags.py:26(__new__)
146, 0.000, 0.000, 0.000, 0.000, misc.py:501(as_int)
144, 0.000, 0.000, 0.000, 0.000, _docscrape.py:453(_str_param_list)
144, 0.000, 0.000, 0.000, 0.000, util.py:8(wrapper)
144, 0.000, 0.000, 0.000, 0.000, util.py:4(_add_method)
143, 0.000, 0.000, 0.002, 0.000, ttFont.py:974(tagToIdentifier)
143, 0.000, 0.000, 0.000, 0.000, textTools.py:19(__new__)
143, 0.000, 0.000, 0.000, 0.000, textTools.py:25(__eq__)
143, 0.000, 0.000, 0.000, 0.000, core.py:3949(<genexpr>)
143, 0.000, 0.000, 0.000, 0.000, sre_parse.py:295(_class_escape)
141, 0.004, 0.000, 0.010, 0.000, __init__.py:345(namedtuple)
141, 0.000, 0.000, 0.000, 0.000, _util.py:176(check_random_state)
139, 0.000, 0.000, 0.000, 0.000, posixpath.py:71(join)
139, 0.000, 0.000, 0.000, 0.000, _collections_abc.py:760(get)
139, 0.000, 0.000, 0.002, 0.000, typing.py:880(__getitem__)
139, 0.000, 0.000, 0.000, 0.000, core.py:785(preParse)
139, 0.000, 0.000, 0.000, 0.000, core.py:1957(__eq__)
138, 0.001, 0.000, 0.002, 0.000, facts.py:599(deduce_all_facts)
138, 0.000, 0.000, 0.001, 0.000, _meta_registrations.py:34(register)
138, 0.000, 0.000, 0.000, 0.000, core.py:800(postParse)
138, 0.000, 0.000, 0.000, 0.000, cycler.py:227(<genexpr>)
138, 0.000, 0.000, 0.000, 0.000, cycler.py:239(__iter__)
137, 0.000, 0.000, 0.000, 0.000, core.py:1738(set_whitespace_chars)
135, 0.000, 0.000, 0.000, 0.000, {method, 'setter' of 'property' objects}
135, 0.000, 0.000, 0.000, 0.000, enum.py:551(<lambda>)
134, 0.000, 0.000, 0.000, 0.000, {method, 'pop' of 'collections.deque' objects}
134, 0.000, 0.000, 0.000, 0.000, abc.py:7(abstractmethod)
134, 0.000, 0.000, 0.000, 0.000, wrappers.py:96(__init__)
134, 0.000, 0.000, 0.003, 0.000, wrappers.py:105(__call__)
134/34, 0.000, 0.000, 0.000, 0.000, core.py:1897(__str__)
134, 0.000, 0.000, 0.000, 0.000, six.py:93(__init__)
133, 0.000, 0.000, 0.000, 0.000, {method, '__init_subclass__' of 'object' objects}
133/64, 0.000, 0.000, 0.002, 0.000, core.py:3862(<listcomp>)
133/64, 0.000, 0.000, 0.002, 0.000, core.py:3859(copy)
132, 0.000, 0.000, 0.000, 0.000, traceback.py:243(__init__)
132, 0.000, 0.000, 0.020, 0.000, _docstring.py:38(__call__)
132, 0.000, 0.000, 0.000, 0.000, ast.py:419(visit_Constant)
132, 0.000, 0.000, 0.008, 0.000, linecache.py:26(getline)
132, 0.000, 0.000, 0.000, 0.000, linecache.py:147(lazycache)
127, 0.000, 0.000, 0.000, 0.000, core.py:2428(__getnewargs__)
126, 0.000, 0.000, 0.000, 0.000, {built-in, method builtins.abs}
126, 0.000, 0.000, 0.005, 0.000, _distn_infrastructure.py:608(__init__)
126, 0.000, 0.000, 0.009, 0.000, _distn_infrastructure.py:660(_attach_argparser_methods)
126, 0.001, 0.000, 0.010, 0.000, _distn_infrastructure.py:674(_construct_argparser)
126, 0.001, 0.000, 0.045, 0.000, _distn_infrastructure.py:755(_construct_doc)
126, 0.000, 0.000, 0.000, 0.000, _docscrape.py:429(_str_indent)
126, 0.000, 0.000, 0.000, 0.000, colors.py:958(__init__)
125, 0.000, 0.000, 0.000, 0.000, _docscrape.py:156(__setitem__)
124, 0.000, 0.000, 0.000, 0.000, functions.py:85(defun)
124, 0.000, 0.000, 0.000, 0.000, numbers.py:2289(__hash__)
123, 0.000, 0.000, 0.000, 0.000, {method, 'pop' of 'set' objects}
123, 0.000, 0.000, 0.000, 0.000, inspect.py:727(getmodule)
122, 0.000, 0.000, 0.000, 0.000, ssl.py:124(<lambda>)
122, 0.000, 0.000, 0.000, 0.000, ssl.py:129(<lambda>)
122, 0.000, 0.000, 0.000, 0.000, ssl.py:134(<lambda>)
122, 0.000, 0.000, 0.000, 0.000, ssl.py:139(<lambda>)
122, 0.000, 0.000, 0.000, 0.000, ssl.py:144(<lambda>)
122, 0.000, 0.000, 0.000, 0.000, ssl.py:149(<lambda>)
122, 0.000, 0.000, 0.000, 0.000, _config.py:32(get_config)
122, 0.000, 0.000, 0.000, 0.000, _config.py:50(set_config)
122, 0.000, 0.000, 0.000, 0.000, _config.py:196(config_context)
122/111, 0.000, 0.000, 0.020, 0.000, _docstring.py:79(__call__)
122, 0.000, 0.000, 0.000, 0.000, inspect.py:488(getmro)
121, 0.001, 0.000, 0.014, 0.000, __init__.py:259(_make_prim)
117, 0.000, 0.000, 0.001, 0.000, {method, 'decode' of 'bytes' objects}
117, 0.002, 0.000, 0.002, 0.000, {built-in, method builtins.compile}
116, 0.000, 0.000, 0.000, 0.000, re.py:331(filter)
116, 0.000, 0.000, 0.000, 0.000, sre_parse.py:1056(expand_template)
115, 0.000, 0.000, 0.000, 0.000, dataclasses.py:300(__init__)
115, 0.000, 0.000, 0.001, 0.000, dataclasses.py:358(_recursive_repr)
115, 0.000, 0.000, 0.000, 0.000, dataclasses.py:507(<dictcomp>)
115, 0.000, 0.000, 0.000, 0.000, dataclasses.py:532(<listcomp>)
115, 0.001, 0.000, 0.014, 0.000, dataclasses.py:489(_init_fn)
115, 0.000, 0.000, 0.000, 0.000, dataclasses.py:543(<listcomp>)
115, 0.000, 0.000, 0.007, 0.000, dataclasses.py:539(_repr_fn)
115, 0.000, 0.000, 0.005, 0.000, dataclasses.py:863(<listcomp>)
115, 0.000, 0.000, 0.000, 0.000, dataclasses.py:924(<listcomp>)
115, 0.000, 0.000, 0.000, 0.000, dataclasses.py:940(<listcomp>)
115, 0.000, 0.000, 0.000, 0.000, dataclasses.py:943(<listcomp>)
115, 0.002, 0.000, 0.042, 0.000, dataclasses.py:809(_process_class)
115, 0.000, 0.000, 0.042, 0.000, dataclasses.py:1012(wrap)
115, 0.000, 0.000, 0.036, 0.000, dataclasses.py:998(dataclass)
114, 0.000, 0.000, 0.000, 0.000, typing.py:767(<genexpr>)
114, 0.000, 0.000, 0.007, 0.000, dataclasses.py:575(_cmp_fn)
114, 0.000, 0.000, 0.000, 0.000, dataclasses.py:949(<listcomp>)
112, 0.003, 0.000, 0.118, 0.001, artist.py:1602(pprint_setters)
112, 0.000, 0.000, 0.137, 0.001, artist.py:1841(kwdoc)
111, 0.000, 0.000, 0.000, 0.000, os.py:754(encode)
111, 0.000, 0.000, 0.001, 0.000, contextlib.py:234(contextmanager)
111, 0.000, 0.000, 0.003, 0.000, rcsetup.py:88(f)
109, 0.000, 0.000, 0.000, 0.000, inspect.py:91(ismethoddescriptor)
109, 0.000, 0.000, 0.000, 0.000, inspect.py:286(isbuiltin)
109, 0.000, 0.000, 0.000, 0.000, inspect.py:1866(_signature_is_builtin)
109, 0.000, 0.000, 0.000, 0.000, inspect.py:1878(_signature_is_functionlike)
108, 0.000, 0.000, 0.000, 0.000, inspect.py:367(<lambda>)
107, 0.001, 0.000, 0.061, 0.001, _distn_infrastructure.py:1900(__init__)
107, 0.000, 0.000, 0.009, 0.000, _distn_infrastructure.py:1966(_attach_methods)
107, 0.000, 0.000, 0.001, 0.000, inspect.py:3065(__str__)
106, 0.000, 0.000, 0.001, 0.000, cache.py:66(func_wrapper)
106, 0.000, 0.000, 0.000, 0.000, __init__.py:301(wrapper)
105, 0.000, 0.000, 0.000, 0.000, deprecation.py:205(<listcomp>)
105, 0.001, 0.000, 0.002, 0.000, deprecation.py:128(deprecate)
105, 0.000, 0.000, 0.000, 0.000, deprecation.py:99(deprecated)
