ncalls, tottime, percall, cumtime, percall, filename:lineno(function)
9757, 0.034, 0.000, 0.035, 0.000, session.py:280(extract_header)
1, 0.000, 0.000, 0.034, 0.034, image_ops_impl.py:508(f_rank3)
9528, 0.033, 0.000, 0.033, 0.000, enum.py:670(__new__)
19514, 0.033, 0.000, 0.033, 0.000, jsonutil.py:39(_ensure_tzinfo)
4855, 0.025, 0.000, 0.032, 0.000, re.py:289(_compile)
9787, 0.032, 0.000, 0.032, 0.000, iostream.py:90(_event_pipe)
12, 0.000, 0.000, 0.032, 0.003, summary_v2.py:30(scalar)
1, 0.000, 0.000, 0.031, 0.031, random_ops.py:363(random_crop)
21574, 0.029, 0.000, 0.031, 0.000, math_ops.py:2156(_has_fully_defined_shape)
4689, 0.017, 0.000, 0.030, 0.000, distribution_strategy_context.py:47(__init__)
4698, 0.025, 0.000, 0.030, 0.000, std.py:108(release)
1375/634, 0.012, 0.000, 0.029, 0.000, base_layer.py:3104(__setattr__)
201150, 0.029, 0.000, 0.029, 0.000, {method, 'append' of 'collections.deque' objects}
789/777, 0.006, 0.000, 0.029, 0.000, base.py:201(_method_wrapper)
5640, 0.028, 0.000, 0.028, 0.000, {built-in, method tensorflow.python.util._pywrap_determinism.is_enabled}
18, 0.000, 0.000, 0.028, 0.002, summary_ops_v2.py:707(write)
4689, 0.023, 0.000, 0.028, 0.000, collective_util.py:120(__init__)
3, 0.000, 0.000, 0.028, 0.009, widget_box.py:62(__init__)
1, 0.000, 0.000, 0.027, 0.027, loader.py:67(load_ast)
5628, 0.018, 0.000, 0.027, 0.000, resource_variable_ops.py:558(<listcomp>)
11342, 0.027, 0.000, 0.027, 0.000, ops.py:1308(graph)
39/37, 0.001, 0.000, 0.027, 0.001, func_graph.py:683(_create_op_internal)
5629, 0.018, 0.000, 0.027, 0.000, tensor_shape.py:1372(__eq__)
4, 0.000, 0.000, 0.027, 0.007, templates.py:230(replace)
4690, 0.017, 0.000, 0.026, 0.000, context.py:954(ones_rank_cache)
25, 0.001, 0.000, 0.026, 0.001, variables.py:227(_variable_v2_call)
23876, 0.025, 0.000, 0.025, 0.000, {method, 'startswith' of 'str' objects}
67648, 0.025, 0.000, 0.025, 0.000, {method, 'upper' of 'str' objects}
39, 0.001, 0.000, 0.025, 0.001, ops.py:3739(_create_op_internal)
4689, 0.025, 0.000, 0.025, 0.000, {built-in, method tensorflow.python._pywrap_tfe.TFE_Py_RecordGradient}
4691, 0.017, 0.000, 0.025, 0.000, tape.py:177(record_operation)
25, 0.000, 0.000, 0.025, 0.001, variables.py:243(<lambda>)
25, 0.001, 0.000, 0.025, 0.001, variable_scope.py:2739(default_variable_creator_v2)
4844, 0.019, 0.000, 0.025, 0.000, types.py:171(__get__)
10, 0.000, 0.000, 0.025, 0.002, gen_random_ops.py:725(random_uniform)
1, 0.000, 0.000, 0.025, 0.025, control_flow.py:404(transform)
48785, 0.024, 0.000, 0.024, 0.000, {method, 'update' of '_hashlib.HASH' objects}
9588, 0.024, 0.000, 0.024, 0.000, traitlets.py:2523(validate)
22540, 0.024, 0.000, 0.024, 0.000, {built-in, method tensorflow.python.util._pywrap_utils.IsNestedForData}
18, 0.001, 0.000, 0.024, 0.001, summary_ops_v2.py:748(record)
4689, 0.013, 0.000, 0.024, 0.000, custom_gradient.py:328(<lambda>)
1, 0.000, 0.000, 0.024, 0.024, control_flow_ops.py:1103(cond)
9757, 0.024, 0.000, 0.024, 0.000, {method, 'replace' of 'datetime.datetime' objects}
1, 0.000, 0.000, 0.023, 0.023, cond_v2.py:60(cond_v2)
11274, 0.023, 0.000, 0.023, 0.000, {built-in, method tensorflow.python._pywrap_tfe.TFE_DeleteExecutor}
16934, 0.023, 0.000, 0.023, 0.000, array_ops.py:1572(<genexpr>)
4689, 0.022, 0.000, 0.022, 0.000, {built-in, method tensorflow.python._pywrap_tfe.TFE_Py_TapeWatchedVariables}
4689, 0.011, 0.000, 0.022, 0.000, tape.py:78(__enter__)
9390, 0.017, 0.000, 0.022, 0.000, inspect.py:2830(<genexpr>)
7, 0.000, 0.000, 0.021, 0.003, activity.py:705(resolve)
66, 0.000, 0.000, 0.021, 0.000, resource_variable_ops.py:192(eager_safe_variable_handle)
12/7, 0.000, 0.000, 0.021, 0.003, activity.py:602(visit_Lambda)
75918, 0.020, 0.000, 0.020, 0.000, {method, 'replace' of 'str' objects}
66, 0.002, 0.000, 0.020, 0.000, resource_variable_ops.py:144(_variable_handle_from_shape_and_dtype)
4689, 0.020, 0.000, 0.020, 0.000, optimizer.py:262(_clip_gradients)
4689, 0.019, 0.000, 0.019, 0.000, backprop.py:848(__init__)
41, 0.000, 0.000, 0.019, 0.000, array_ops.py:2968(wrapped)
4689, 0.019, 0.000, 0.019, 0.000, {built-in, method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetNew}
6, 0.000, 0.000, 0.019, 0.003, summary_ops_v2.py:1202(run_metadata)
4689, 0.018, 0.000, 0.019, 0.000, optimizer.py:529(_compute_current_learning_rate)
41, 0.001, 0.000, 0.019, 0.000, array_ops.py:2976(zeros)
12, 0.000, 0.000, 0.018, 0.002, qual_names.py:259(resolve)
4689, 0.010, 0.000, 0.018, 0.000, tape.py:82(__exit__)
4689, 0.010, 0.000, 0.018, 0.000, tape.py:145(pop_tape)
5647, 0.012, 0.000, 0.018, 0.000, backprop.py:165(_must_record_gradient)
18, 0.001, 0.000, 0.018, 0.001, gen_summary_ops.py:672(write_summary)
4698, 0.017, 0.000, 0.017, 0.000, {method, 'acquire' of '_multiprocessing.SemLock' objects}
4689, 0.011, 0.000, 0.017, 0.000, tape.py:85(watched_variables)
3, 0.003, 0.001, 0.017, 0.006, auto_control_deps.py:346(__exit__)
4695, 0.017, 0.000, 0.017, 0.000, {method, 'split' of 're.Pattern' objects}
9793, 0.014, 0.000, 0.017, 0.000, configurable.py:566(initialized)
18, 0.000, 0.000, 0.017, 0.001, gen_summary_ops.py:713(write_summary_eager_fallback)
4710, 0.016, 0.000, 0.016, 0.000, traitlets.py:2336(_validate_bounds)
4689, 0.010, 0.000, 0.016, 0.000, optimizer.py:385(build)
39, 0.002, 0.000, 0.016, 0.000, ops.py:1996(__init__)
1, 0.001, 0.001, 0.016, 0.016, origin_info.py:85(create_source_map)
3, 0.000, 0.000, 0.016, 0.005, templates.py:275(replace_as_expression)
103183, 0.016, 0.000, 0.016, 0.000, {built-in, method from_iterable}
9757, 0.016, 0.000, 0.016, 0.000, {method, 'digest' of '_hashlib.HASH' objects}
21, 0.000, 0.000, 0.016, 0.001, templates.py:193(visit_Name)
19/7, 0.000, 0.000, 0.016, 0.002, activity.py:456(visit_Call)
6, 0.000, 0.000, 0.016, 0.003, templates.py:142(visit_Expr)
25, 0.000, 0.000, 0.015, 0.001, array_ops.py:248(identity)
4698, 0.015, 0.000, 0.015, 0.000, {built-in, method now}
1, 0.000, 0.000, 0.015, 0.015, call_trees.py:207(transform)
1, 0.000, 0.000, 0.015, 0.015, return_statements.py:388(transform)
274/10, 0.004, 0.000, 0.014, 0.001, astn.py:17(generic_visit)
754/24, 0.002, 0.000, 0.014, 0.001, astn.py:9(_visit)
142/22, 0.000, 0.000, 0.014, 0.001, astn.py:11(<listcomp>)
5640, 0.014, 0.000, 0.014, 0.000, {built-in, method tensorflow.python._pywrap_tfe.TFE_ContextGetExecutorForThread}
38/14, 0.001, 0.000, 0.014, 0.001, transformer.py:278(visit_block)
66, 0.001, 0.000, 0.014, 0.000, gen_resource_variable_ops.py:1394(var_handle_op)
2/1, 0.000, 0.000, 0.013, 0.013, call_trees.py:95(visit_Lambda)
9, 0.000, 0.000, 0.013, 0.001, parser.py:322(parse)
4689, 0.013, 0.000, 0.013, 0.000, distribution_strategy_context.py:39(__init__)
9, 0.000, 0.000, 0.013, 0.001, gast.py:299(parse)
3/1, 0.000, 0.000, 0.013, 0.013, call_trees.py:156(visit_Call)
11274, 0.013, 0.000, 0.013, 0.000, executor.py:41(__init__)
2, 0.001, 0.000, 0.013, 0.006, origin_info.py:229(resolve)
18, 0.000, 0.000, 0.013, 0.001, templates.py:125(_prepare_replacement)
1, 0.000, 0.000, 0.012, 0.012, parser.py:131(parse_entity)
5629, 0.012, 0.000, 0.012, 0.000, execute.py:173(make_bool)
18, 0.000, 0.000, 0.012, 0.001, ast_util.py:59(copy_clean)
1, 0.001, 0.001, 0.012, 0.012, parser.py:232(_parse_lambda)
351/18, 0.006, 0.000, 0.012, 0.001, ast_util.py:33(copy)
9, 0.000, 0.000, 0.012, 0.001, ast3.py:436(ast_to_gast)
7038, 0.012, 0.000, 0.012, 0.000, ast.py:244(iter_fields)
19626, 0.012, 0.000, 0.012, 0.000, {method, 'copy' of 'dict' objects}
1, 0.000, 0.000, 0.012, 0.012, functions.py:130(transform)
9959, 0.012, 0.000, 0.012, 0.000, {method, 'acquire' of '_thread.lock' objects}
4689, 0.012, 0.000, 0.012, 0.000, optimizer.py:1142(_apply_weight_decay)
11268, 0.011, 0.000, 0.011, 0.000, executor.py:60(handle)
4689, 0.011, 0.000, 0.011, 0.000, custom_gradient.py:330(__init__)
11308, 0.011, 0.000, 0.011, 0.000, tensor_spec.py:259(_flat_tensor_specs)
62, 0.000, 0.000, 0.011, 0.000, array_ops.py:204(fill)
4689, 0.011, 0.000, 0.011, 0.000, {built-in, method tensorflow.python._pywrap_tfe.TFE_Py_VariableWatcherNew}
9757, 0.011, 0.000, 0.011, 0.000, tz.py:74(utcoffset)
9757, 0.011, 0.000, 0.011, 0.000, {method, 'hexdigest' of '_hashlib.HASH' objects}
1, 0.000, 0.000, 0.011, 0.011, transpiler.py:34(_wrap_into_factory)
38, 0.001, 0.000, 0.010, 0.000, auto_control_deps.py:660(_get_resource_inputs)
142, 0.003, 0.000, 0.010, 0.000, base.py:543(_track_trackable)
6/3, 0.000, 0.000, 0.010, 0.003, display_functions.py:105(display)
9, 0.000, 0.000, 0.010, 0.001, math_ops.py:3926(add)
62, 0.001, 0.000, 0.010, 0.000, gen_array_ops.py:4015(fill)
4698, 0.010, 0.000, 0.010, 0.000, utils.py:57(__init__)
9391, 0.010, 0.000, 0.010, 0.000, {built-in, method numpy.array}
124, 0.010, 0.000, 0.010, 0.000, {method, 'SerializeToString' of 'google.protobuf.pyext._message.CMessage' objects}
3, 0.000, 0.000, 0.010, 0.003, formatters.py:88(format)
10447, 0.010, 0.000, 0.010, 0.000, widget.py:699(_trait_to_json)
5628, 0.010, 0.000, 0.010, 0.000, nn_ops.py:3974(_ensure_xent_args)
3, 0.000, 0.000, 0.010, 0.003, decorator.py:229(fun)
9802, 0.010, 0.000, 0.010, 0.000, threading.py:536(is_set)
21, 0.004, 0.000, 0.010, 0.000, op_def_library.py:410(_ExtractInputsAndAttrs)
4690, 0.009, 0.000, 0.009, 0.000, context.py:212(ones_rank_cache)
4689, 0.007, 0.000, 0.009, 0.000, math_grad.py:137(_IsScalar)
3, 0.000, 0.000, 0.009, 0.003, formatters.py:217(catch_format_error)
37/14, 0.000, 0.000, 0.009, 0.001, ast_util.py:37(<listcomp>)
3, 0.000, 0.000, 0.009, 0.003, formatters.py:905(__call__)
222/202, 0.002, 0.000, 0.009, 0.000, data_structures.py:131(sticky_attribute_assignment)
33, 0.000, 0.000, 0.009, 0.000, widget.py:396(_default_keys)
169, 0.006, 0.000, 0.009, 0.000, tokenize.py:429(_tokenize)
1, 0.000, 0.000, 0.009, 0.009, cond_v2.py:193(_build_cond)
1, 0.000, 0.000, 0.009, 0.009, functions.py:49(visit_Lambda)
6, 0.000, 0.000, 0.009, 0.001, context.py:1981(export_run_metadata)
31, 0.001, 0.000, 0.008, 0.000, base_layer.py:3332(_set_save_spec)
3, 0.000, 0.000, 0.008, 0.003, widget.py:709(_ipython_display_)
4695, 0.008, 0.000, 0.008, 0.000, {method, 'values' of 'mappingproxy' objects}
4691, 0.008, 0.000, 0.008, 0.000, {built-in, method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetRecordOperation}
9422, 0.008, 0.000, 0.008, 0.000, inspect.py:2548(name)
4689, 0.008, 0.000, 0.008, 0.000, {built-in, method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetRemove}
4689, 0.008, 0.000, 0.008, 0.000, backprop.py:873(__exit__)
231/7, 0.003, 0.000, 0.008, 0.001, ast.py:409(generic_visit)
33, 0.001, 0.000, 0.008, 0.000, configurable.py:157(_load_config)
16, 0.000, 0.000, 0.008, 0.000, initializers_v2.py:191(__call__)
4689, 0.008, 0.000, 0.008, 0.000, {built-in, method tensorflow.python._pywrap_tfe.TFE_Py_VariableWatcherRemove}
18778, 0.008, 0.000, 0.008, 0.000, {built-in, method time.time}
69/46, 0.001, 0.000, 0.008, 0.000, qual_names.py:229(visit_Attribute)
9898, 0.008, 0.000, 0.008, 0.000, {built-in, method builtins.max}
4689, 0.008, 0.000, 0.008, 0.000, tape.py:36(__init__)
1, 0.000, 0.000, 0.007, 0.007, break_statements.py:179(transform)
39, 0.002, 0.000, 0.007, 0.000, ops.py:1906(_create_c_op)
1, 0.000, 0.000, 0.007, 0.007, continue_statements.py:159(transform)
201, 0.003, 0.000, 0.007, 0.000, ast.py:419(visit_Constant)
3, 0.000, 0.000, 0.007, 0.002, <frozen, importlib._bootstrap_external>:844(exec_module)
4, 0.000, 0.000, 0.007, 0.002, func_graph.py:1225(convert)
3125, 0.005, 0.000, 0.007, 0.000, anno.py:130(hasanno)
6, 0.000, 0.000, 0.007, 0.001, summary_ops_v2.py:1292(trace_on)
4, 0.000, 0.000, 0.007, 0.002, auto_control_deps.py:209(mark_as_return)
16, 0.001, 0.000, 0.007, 0.000, array_ops.py:3235(ones)
4689, 0.007, 0.000, 0.007, 0.000, custom_gradient.py:550(<listcomp>)
50, 0.000, 0.000, 0.007, 0.000, data_structures.py:631(append)
1, 0.000, 0.000, 0.007, 0.007, api.py:222(initial_analysis)
39098/39096, 0.005, 0.000, 0.007, 0.000, {method, 'join' of 'str' objects}
4689, 0.007, 0.000, 0.007, 0.000, {built-in, method tensorflow.python._pywrap_tfe.TFE_Py_VariableWatcherWatchedVariables}
4689, 0.007, 0.000, 0.007, 0.000, custom_gradient.py:326(decorator)
6, 0.000, 0.000, 0.007, 0.001, summary_ops_v2.py:88(__exit__)
6, 0.000, 0.000, 0.007, 0.001, summary_ops_v2.py:342(flush)
20057, 0.003, 0.000, 0.007, 0.000, {method, 'extend' of 'list' objects}
40/26, 0.000, 0.000, 0.007, 0.000, activity.py:431(visit_Attribute)
4845, 0.006, 0.000, 0.006, 0.000, {method, 'isidentifier' of 'str' objects}
16, 0.000, 0.000, 0.006, 0.000, initializers_v2.py:149(__call__)
1, 0.000, 0.000, 0.006, 0.006, origin_info.py:274(resolve_entity)
19536, 0.006, 0.000, 0.006, 0.000, {built-in, method nt.getpid}
2/1, 0.000, 0.000, 0.006, 0.006, templates.py:168(visit_FunctionDef)
105, 0.001, 0.000, 0.006, 0.000, qual_names.py:224(visit_Name)
4, 0.000, 0.000, 0.006, 0.002, templates.py:271(<listcomp>)
57, 0.001, 0.000, 0.006, 0.000, constant_op.py:352(_tensor_shape_tensor_conversion_function)
7, 0.000, 0.000, 0.006, 0.001, <frozen, importlib._bootstrap>:1002(_find_and_load)
9757, 0.006, 0.000, 0.006, 0.000, {built-in, method utcnow}
11, 0.000, 0.000, 0.006, 0.001, iostream.py:471(flush)
6, 0.006, 0.001, 0.006, 0.001, profiler.py:62(start)
6, 0.000, 0.000, 0.006, 0.001, gen_summary_ops.py:179(flush_summary_writer)
5647, 0.006, 0.000, 0.006, 0.000, {built-in, method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetIsEmpty}
12, 0.000, 0.000, 0.006, 0.000, training.py:3434(_set_save_spec)
72, 0.006, 0.000, 0.006, 0.000, {method, 'ParseFromString' of 'google.protobuf.pyext._message.CMessage' objects}
4689, 0.006, 0.000, 0.006, 0.000, custom_gradient.py:552(<genexpr>)
78, 0.001, 0.000, 0.006, 0.000, traitlets.py:1268(__new__)
2, 0.000, 0.000, 0.006, 0.003, summary_ops_v2.py:495(create_file_writer_v2)
1, 0.000, 0.000, 0.006, 0.006, parser.py:365(unparse)
4689, 0.006, 0.000, 0.006, 0.000, tape.py:75(__init__)
4710, 0.006, 0.000, 0.006, 0.000, {method, 'acquire' of '_thread.RLock' objects}
4844, 0.006, 0.000, 0.006, 0.000, enum.py:792(value)
293, 0.001, 0.000, 0.006, 0.000, ast.py:369(walk)
198, 0.001, 0.000, 0.006, 0.000, base_layer.py:3017(_obj_reference_counts)
1, 0.000, 0.000, 0.005, 0.005, loader.py:44(load_source)
1, 0.000, 0.000, 0.005, 0.005, liveness.py:215(resolve)
63/1, 0.000, 0.000, 0.005, 0.005, liveness.py:130(visit)
99, 0.001, 0.000, 0.005, 0.000, base_layer.py:3043(__delattr__)
2/1, 0.000, 0.000, 0.005, 0.005, liveness.py:151(visit_Lambda)
4689, 0.005, 0.000, 0.005, 0.000, optimizer.py:291(iterations)
2/1, 0.000, 0.000, 0.005, 0.005, liveness.py:140(_analyze_function)
4689, 0.005, 0.000, 0.005, 0.000, numeric.py:2398(_array_equal_dispatcher)
38, 0.001, 0.000, 0.005, 0.000, auto_control_deps_utils.py:85(get_read_write_resource_inputs)
3, 0.000, 0.000, 0.005, 0.002, <frozen, importlib._bootstrap>:967(_find_and_load_unlocked)
3, 0.000, 0.000, 0.005, 0.002, notebook.py:281(close)
3, 0.000, 0.000, 0.005, 0.002, display_functions.py:45(publish_display_data)
3, 0.000, 0.000, 0.005, 0.002, zmqshell.py:81(publish)
697, 0.003, 0.000, 0.005, 0.000, ast.py:256(iter_child_nodes)
12, 0.000, 0.000, 0.005, 0.000, threading.py:563(wait)
109/2, 0.001, 0.000, 0.005, 0.003, origin_info.py:216(visit)
83, 0.001, 0.000, 0.005, 0.000, data_structures.py:203(_track_value)
3, 0.000, 0.000, 0.005, 0.002, <frozen, importlib._bootstrap_external>:916(get_code)
78, 0.001, 0.000, 0.005, 0.000, traitlets.py:1311(setup_instance)
11, 0.000, 0.000, 0.005, 0.000, threading.py:280(wait)
2, 0.000, 0.000, 0.005, 0.002, control_flow_ops.py:2845(with_dependencies)
1, 0.000, 0.000, 0.005, 0.005, control_flow_util_v2.py:344(run_as_function_for_tape_gradients)
58, 0.000, 0.000, 0.005, 0.000, data_structures.py:702(_track_value)
1, 0.000, 0.000, 0.005, 0.005, cond_v2.py:269(_make_op)
1, 0.000, 0.000, 0.005, 0.005, optimizer.py:411(_build_index_dict)
495, 0.005, 0.000, 0.005, 0.000, gast.py:15(create_node)
5, 0.000, 0.000, 0.005, 0.001, tf_logging.py:171(warning)
50, 0.000, 0.000, 0.005, 0.000, data_structures.py:396(append)
5, 0.000, 0.000, 0.005, 0.001, __init__.py:1448(warning)
1, 0.000, 0.000, 0.005, 0.005, dense.py:137(build)
4772, 0.005, 0.000, 0.005, 0.000, {method, 'rstrip' of 'str' objects}
5, 0.000, 0.000, 0.005, 0.001, __init__.py:1565(_log)
39, 0.001, 0.000, 0.005, 0.000, ops.py:2138(_init_from_c_op)
2, 0.000, 0.000, 0.005, 0.002, summary_ops_v2.py:309(__init__)
1, 0.000, 0.000, 0.005, 0.005, reaching_fndefs.py:166(resolve)
919/140, 0.001, 0.000, 0.005, 0.000, abc.py:121(__subclasscheck__)
281, 0.000, 0.000, 0.005, 0.000, {method, 'extend' of 'collections.deque' objects}
6, 0.000, 0.000, 0.005, 0.001, file_io.py:486(recursive_create_dir)
63/1, 0.000, 0.000, 0.005, 0.005, reaching_fndefs.py:149(visit)
6, 0.000, 0.000, 0.004, 0.001, file_io.py:501(recursive_create_dir_v2)
2/1, 0.000, 0.000, 0.004, 0.004, reaching_fndefs.py:146(visit_Lambda)
2/1, 0.000, 0.000, 0.004, 0.004, reaching_fndefs.py:124(_proces_function)
101, 0.002, 0.000, 0.004, 0.000, base.py:598(_handle_deferred_dependencies)
4692, 0.004, 0.000, 0.004, 0.000, inspect.py:2869(return_annotation)
919/140, 0.002, 0.000, 0.004, 0.000, {built-in, method _abc._abc_subclasscheck}
48, 0.001, 0.000, 0.004, 0.000, func_graph.py:524(inner_cm)
6, 0.004, 0.001, 0.004, 0.001, {built-in, method tensorflow.python.lib.io._pywrap_file_io.RecursivelyCreateDir}
2, 0.000, 0.000, 0.004, 0.002, reaching_definitions.py:275(resolve)
78, 0.001, 0.000, 0.004, 0.000, traitlets.py:1283(setup_instance)
75/2, 0.000, 0.000, 0.004, 0.002, reaching_definitions.py:263(visit)
1, 0.000, 0.000, 0.004, 0.004, image_ops_impl.py:513(<lambda>)
1, 0.000, 0.000, 0.004, 0.004, gen_array_ops.py:11060(reverse_v2)
1, 0.000, 0.000, 0.004, 0.004, tf_should_use.py:242(wrapped)
18783, 0.004, 0.000, 0.004, 0.000, {built-in, method builtins.divmod}
4689, 0.004, 0.000, 0.004, 0.000, distribute_lib.py:2966(_use_merge_call)
1, 0.000, 0.000, 0.004, 0.004, control_flow_ops.py:116(Assert)
4744, 0.004, 0.000, 0.004, 0.000, inspect.py:2560(kind)
906, 0.002, 0.000, 0.004, 0.000, anno.py:152(copyanno)
6, 0.003, 0.000, 0.004, 0.001, profiler.py:113(maybe_create_event_file)
4708, 0.004, 0.000, 0.004, 0.000, inspect.py:2865(parameters)
25, 0.000, 0.000, 0.004, 0.000, data_structures.py:930(__setitem__)
14071, 0.004, 0.000, 0.004, 0.000, {built-in, method numpy.asarray}
60, 0.001, 0.000, 0.004, 0.000, ast3.py:173(visit_Name)
2, 0.000, 0.000, 0.004, 0.002, gen_summary_ops.py:122(create_summary_file_writer)
12, 0.000, 0.000, 0.004, 0.000, check_ops.py:2248(assert_scalar_v2)
2, 0.000, 0.000, 0.004, 0.002, <frozen, importlib._bootstrap>:659(_load_unlocked)
2, 0.000, 0.000, 0.004, 0.002, control_flow_ops.py:183(_Identity)
39, 0.002, 0.000, 0.004, 0.000, ops.py:3842(_create_op_helper)
4706, 0.004, 0.000, 0.004, 0.000, inspect.py:2556(annotation)
5, 0.000, 0.000, 0.004, 0.001, __init__.py:1591(handle)
1, 0.000, 0.000, 0.004, 0.004, logical_expressions.py:129(transform)
1, 0.000, 0.000, 0.004, 0.004, conditional_expressions.py:44(transform)
2/1, 0.000, 0.000, 0.004, 0.004, control_flow.py:42(visit_Lambda)
5, 0.000, 0.000, 0.004, 0.001, __init__.py:1645(callHandlers)
12, 0.000, 0.000, 0.004, 0.000, check_ops.py:2271(assert_scalar)
5, 0.000, 0.000, 0.004, 0.001, __init__.py:939(handle)
9757, 0.004, 0.000, 0.004, 0.000, {built-in, method builtins.locals}
5, 0.000, 0.000, 0.003, 0.001, __init__.py:1071(emit)
5, 0.000, 0.000, 0.003, 0.001, <frozen, importlib._bootstrap>:220(_call_with_frames_removed)
10, 0.000, 0.000, 0.003, 0.000, math_ops.py:544(subtract)
5629, 0.003, 0.000, 0.003, 0.000, {built-in, method builtins.sum}
10, 0.000, 0.000, 0.003, 0.000, gen_math_ops.py:12226(sub)
52, 0.001, 0.000, 0.003, 0.000, tf_utils.py:595(get_tensor_spec)
3, 0.000, 0.000, 0.003, 0.001, zmqshell.py:64(_flush_streams)
3035, 0.003, 0.000, 0.003, 0.000, enum.py:774(__hash__)
87/12, 0.000, 0.000, 0.003, 0.000, templates.py:42(visit)
11, 0.000, 0.000, 0.003, 0.000, tensor_util.py:1067(shape_tensor)
44, 0.001, 0.000, 0.003, 0.000, ops.py:2676(get_attr)
14, 0.001, 0.000, 0.003, 0.000, tensor_util.py:357(make_tensor_proto)
120, 0.001, 0.000, 0.003, 0.000, activity.py:266(_track_symbol)
4, 0.000, 0.000, 0.003, 0.001, graph_only_ops.py:25(graph_placeholder)
884, 0.002, 0.000, 0.003, 0.000, anno.py:123(getanno)
1, 0.000, 0.000, 0.003, 0.003, gen_math_ops.py:5607(less)
4698, 0.003, 0.000, 0.003, 0.000, {method, 'release' of '_multiprocessing.SemLock' objects}
66, 0.000, 0.000, 0.003, 0.000, uuid.py:713(uuid4)
1, 0.000, 0.000, 0.003, 0.003, math_ops.py:3178(reduce_all)
1, 0.000, 0.000, 0.003, 0.003, directives.py:176(transform)
2, 0.000, 0.000, 0.003, 0.001, cfg.py:968(build)
1, 0.000, 0.000, 0.003, 0.003, gen_logging_ops.py:23(_assert)
3/2, 0.000, 0.000, 0.003, 0.001, cfg.py:768(visit_Lambda)
3, 0.000, 0.000, 0.003, 0.001, std.py:846(__init__)
3/2, 0.000, 0.000, 0.003, 0.001, cfg.py:740(_process_function_def)
4, 0.000, 0.000, 0.003, 0.001, <frozen, importlib._bootstrap_external>:1036(get_data)
10, 0.000, 0.000, 0.003, 0.000, parser.py:275(<genexpr>)
1, 0.000, 0.000, 0.003, 0.003, variables.py:96(transform)
5, 0.000, 0.000, 0.003, 0.001, __init__.py:1060(flush)
24, 0.000, 0.000, 0.003, 0.000, activity.py:554(_visit_arg_declarations)
21, 0.000, 0.000, 0.003, 0.000, op_def_library.py:723(_GetOpDef)
6, 0.003, 0.000, 0.003, 0.000, {built-in, method tensorflow.python._pywrap_tfe.TFE_ContextExportRunMetadata}
1, 0.000, 0.000, 0.003, 0.003, tf_inspect.py:364(getsourcelines)
1, 0.000, 0.000, 0.003, 0.003, gen_dataset_ops.py:6154(parallel_map_dataset_v2)
1, 0.000, 0.000, 0.003, 0.003, inspect.py:997(getsourcelines)
96, 0.000, 0.000, 0.003, 0.000, activity.py:543(_visit_node_list)
4, 0.003, 0.001, 0.003, 0.001, {built-in, method io.open_code}
66, 0.001, 0.000, 0.003, 0.000, handle_data_util.py:64(create_handle_data)
1, 0.000, 0.000, 0.003, 0.003, math_ops.py:1873(wrapper)
1, 0.000, 0.000, 0.003, 0.003, gen_math_ops.py:4605(greater_equal)
21, 0.001, 0.000, 0.003, 0.000, op_def_library.py:316(_ExtractAttrProto)
66, 0.002, 0.000, 0.003, 0.000, uuid.py:138(__init__)
6, 0.000, 0.000, 0.003, 0.000, gen_dataset_ops.py:187(anonymous_iterator_v3)
96, 0.000, 0.000, 0.002, 0.000, activity.py:544(<listcomp>)
54, 0.000, 0.000, 0.002, 0.000, op_def_library.py:51(_SatisfiesTypeConstraint)
41, 0.000, 0.000, 0.002, 0.000, base_layer.py:3194(_track_variable)
109, 0.001, 0.000, 0.002, 0.000, origin_info.py:195(_attach_origin_info)
1, 0.000, 0.000, 0.002, 0.002, gen_random_ops.py:812(random_uniform_int)
1, 0.000, 0.000, 0.002, 0.002, gen_functional_ops.py:904(stateless_if)
3, 0.000, 0.000, 0.002, 0.001, std.py:560(__new__)
438, 0.002, 0.000, 0.002, 0.000, anno.py:134(setanno)
1, 0.000, 0.000, 0.002, 0.002, ast3.py:440(gast_to_ast)
1, 0.000, 0.000, 0.002, 0.002, inspect.py:986(getblock)
6, 0.000, 0.000, 0.002, 0.000, func_graph.py:1478(_get_defun_inputs)
1, 0.000, 0.000, 0.002, 0.002, image_ops_impl.py:178(_AssertAtLeast3DImage)
18, 0.000, 0.000, 0.002, 0.000, summary_ops_v2.py:129(should_record_summaries)
33, 0.001, 0.000, 0.002, 0.000, configurable.py:132(_find_my_config)
72, 0.000, 0.000, 0.002, 0.000, ops.py:5489(device)
18, 0.000, 0.000, 0.002, 0.000, summary_ops_v2.py:98(_should_record_summaries_internal)
12, 0.000, 0.000, 0.002, 0.000, compile_utils.py:716(create_pseudo_input_names)
80, 0.000, 0.000, 0.002, 0.000, activity.py:412(visit_Name)
1, 0.000, 0.000, 0.002, 0.002, array_ops.py:1111(slice)
2, 0.000, 0.000, 0.002, 0.001, dataset_ops.py:1933(batch)
1, 0.000, 0.000, 0.002, 0.002, gen_array_ops.py:11864(_slice)
2, 0.000, 0.000, 0.002, 0.001, dataset_ops.py:5188(__init__)
